area,eccRange,route,emptyCells,medVertPerCell,reportable,experiment,asymmetry,n,equal,equal_lo,equal_hi,equal_p,weighted,weighted_lo,weighted_hi,weighted_p,tau,mean_sigma,weight_ratio
V1,4-8,harmonic,0,150.5,1,dg-da,rad-tang,8,-0.0361692339976308,-0.214891983601125,0.142553515605864,0.646848709475729,-0.0446517669297127,-0.201145111204822,0.111841577345396,0.52152452251351,0.139236235331625,0.162216636227163,5.14808379736105
V1,4-8,harmonic,0,150.5,1,dg-da,polc-polo,8,0.0390077130927131,-0.0539238553583815,0.131939281543808,0.353994902885391,0.0366815944966777,-0.0530472254168118,0.126410414410167,0.365911351109305,0.0800588652345512,0.0771167048138935,2.70477860792098
V1,2-10,harmonic,0,326.5,1,dg,horiz-vert,8,-0.509987408426021,-0.620641063283234,-0.399333753568809,1.21022453069277e-05,-0.538050334399823,-0.634711484879493,-0.441389183920153,3.41117363911181e-06,0.0560767718522332,0.119891235890032,4.26835209961436
V1,2-10,harmonic,0,326.5,1,dg,card-obl,8,-0.21211511639259,-0.347063283981779,-0.0771669488034001,0.00748772678611563,-0.207092269597038,-0.341523163758605,-0.072661375435471,0.00825714094096286,0.14322139165697,0.0744523322862611,1.33281702824647
V1,2-10,harmonic,0,326.5,1,dg,rad-tang,8,0.124350033323011,0.0559853147507845,0.192714751895237,0.00356194080276066,0.131561116192551,0.0641706030923849,0.198951629292718,0.00243686092460482,0.0735629671042579,0.0357136659879416,1.60419917624242
V1,2-10,harmonic,0,326.5,1,dg,polc-polo,8,0.0700569948039361,0.0192606393329739,0.120853350274898,0.0138409104369794,0.0698583442717611,0.0196161285476201,0.120100559995902,0.0133420267023594,0.0531621183671024,0.0294198350171481,1.59991872617177
V1,2-10,harmonic,0,326.5,1,da,horiz-vert,8,-0.211510656370675,-0.343531015153722,-0.0794902975876272,0.00681729746598155,-0.213465123279186,-0.345214455750465,-0.0817157908079071,0.00644731997668924,0.152085945784273,0.0425094782742946,1.23286925957261
V1,2-10,harmonic,0,326.5,1,da,card-obl,8,-0.0454466125964537,-0.0995516209090189,0.00865839571611159,0.0873775665450523,-0.0441862626732569,-0.0973676105763968,0.00899508522988313,0.0901966190090957,0.0585102987696887,0.0276563291935516,1.80889807517081
V1,2-10,harmonic,0,326.5,1,da,rad-tang,8,0.147471757271271,0.00878798653234414,0.286155528010198,0.0401340876091352,0.147762615440464,0.0554621259617079,0.240063104919221,0.00684300524299797,0.0372193516927951,0.161656202347855,18.0973631834238
V1,2-10,harmonic,0,326.5,1,da,polc-polo,8,0.0425818470925506,-0.0467002331515105,0.131863927336612,0.296581951674245,0.0427633631953634,-0.0450098915230405,0.130536617913767,0.28712221435064,0.0805148737469491,0.0701593141780425,1.97770817079563
