area,experiment,asymmetry,variant,route,weighting,n,mean,t_lo,t_hi,t_p,boot_lo,boot_hi,eq_mean,eq_lo,eq_hi,eq_p,pw_mean,pw_lo,pw_hi,pw_p,tau,mean_sigma,weight_ratio,obs_agree,ci_methods_disagree,band,reportable
hV4,dg-da,card-obl,spec,harmonic,equal,7,-0.0630268987411967,-0.30370344144367,0.177649643961277,0.545344595654963,-0.262966105388261,0.0830863149897555,-0.0630268987411967,-0.30370344144367,0.177649643961277,0.545344595654963,-0.00838682431688909,-0.234100483321929,0.217326834688151,0.93051575430266,0.214760215295603,0.146969100496038,2.97458574685177,2,0,4-8,0
hV4,dg-da,rad-tang,spec,harmonic,equal,7,-0.149073155217085,-0.260646716732122,-0.0374995937020488,0.0170488826749766,-0.226767287812754,-0.0655725023824662,-0.149073155217085,-0.260646716732122,-0.0374995937020488,0.0170488826749766,-0.143174377948254,-0.260609495247067,-0.0257392606494409,0.0245341845510835,0,0.172131815968586,13.095763817203,6,0,4-8,0
hV4,dg-da,polc-polo,spec,harmonic,equal,7,0.0334565779450589,-0.102767115989947,0.169680271880065,0.56985578443186,-0.0733781222886398,0.125962684045208,0.0334565779450589,-0.102767115989947,0.169680271880065,0.56985578443186,0.0317087138940125,-0.0827371174280623,0.146154545216087,0.523073907052908,0.0753915236821233,0.126536437253674,7.34515540616522,5,0,4-8,0
hV4,dg-da,horiz-vert,spec,harmonic,equal,7,-0.15800997826714,-0.303331954518166,-0.0126880020161139,0.0374964489477123,-0.256686144182952,-0.0485794503107925,-0.15800997826714,-0.303331954518166,-0.0126880020161139,0.0374964489477123,-0.111924450053871,-0.23449355196686,0.0106446518591181,0.066859364957544,0.0719439569094656,0.139693347972956,5.85723307851988,5,0,2-10,0
hV4,dg-da,card-obl,spec,harmonic,equal,7,-0.0613779186876996,-0.227171688682339,0.10441585130694,0.399922186291907,-0.191375526646544,0.0543916450575634,-0.0613779186876996,-0.227171688682339,0.10441585130694,0.399922186291907,-0.0398771596002166,-0.202529060231182,0.122774741030749,0.570514785486904,0.153946350840167,0.0918529480252463,1.84646381615279,4,0,2-10,0
hV4,dg-da,rad-tang,spec,harmonic,equal,7,-0.196723684654951,-0.372219087154422,-0.0212282821554797,0.0336065090306549,-0.323679760841581,-0.066692373855418,-0.196723684654951,-0.372219087154422,-0.0212282821554797,0.0336065090306549,-0.201235926460902,-0.372563284915865,-0.0299085680059395,0.0282761880300947,0.152060543132122,0.113512482525306,1.89887084515611,6,0,2-10,0
hV4,dg-da,polc-polo,spec,harmonic,equal,7,-0.0784338868572046,-0.203504176166227,0.0466364024518179,0.175804615119471,-0.169255798986147,0.0127500896229721,-0.0784338868572046,-0.203504176166227,0.0466364024518179,0.175804615119471,-0.0803528745588692,-0.200746652239892,0.0400409031221539,0.153564964704593,0.103633545069757,0.0868805799783151,2.05120156549976,5,0,2-10,0
MT,dg-da,horiz-vert,spec,harmonic,equal,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4-8,0
MT,dg-da,card-obl,spec,harmonic,equal,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4-8,0
MT,dg-da,rad-tang,spec,harmonic,equal,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4-8,0
MT,dg-da,polc-polo,spec,harmonic,equal,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4-8,0
MT,dg-da,horiz-vert,spec,harmonic,equal,7,-0.110631148735034,-0.242616814256628,0.0213545167865601,0.0861208497129392,-0.201457091367618,-0.00773154792699604,-0.110631148735034,-0.242616814256628,0.0213545167865601,0.0861208497129392,-0.095850672248127,-0.197882856403049,0.0061815119067949,0.0612121137948445,0,0.158950207604866,19.0492250466847,5,1,2-10,0
MT,dg-da,card-obl,spec,harmonic,equal,7,-0.089464766381836,-0.175021395449703,-0.00390813731396882,0.0429847812469506,-0.144108123005382,-0.0197195216296109,-0.089464766381836,-0.175021395449703,-0.00390813731396882,0.0429847812469506,-0.0863813478781366,-0.156128164208632,-0.0166345315476415,0.0230831451642267,0,0.105936083837172,13.6730858626787,6,0,2-10,0
MT,dg-da,rad-tang,spec,harmonic,equal,7,-0.13160444953689,-0.264448750203578,0.00123985112979805,0.0515764142279279,-0.241948441949823,-0.0440066329972549,-0.13160444953689,-0.264448750203578,0.00123985112979805,0.0515764142279279,-0.102005531610824,-0.204952705924524,0.000941642702875639,0.0515444479455048,0,0.159404070515961,13.5523548658844,6,1,2-10,0
MT,dg-da,polc-polo,spec,harmonic,equal,7,0.0674401701001456,-0.0475325647279215,0.182412904928213,0.201211053023695,-0.0224755690019358,0.147204070195854,0.0674401701001456,-0.0475325647279215,0.182412904928213,0.201211053023695,0.0403165044855687,-0.0697769663294084,0.150409975300546,0.4047323155783,0.0843961824004909,0.0912778593965963,2.32818566453873,6,0,2-10,0
MST,dg-da,horiz-vert,spec,harmonic,equal,7,0.0435631045367145,-0.140788820798795,0.227915029872224,0.58415257986939,-0.0877718240008063,0.182469589262083,0.0435631045367145,-0.140788820798795,0.227915029872224,0.58415257986939,0.0674419655211073,-0.0528453780380474,0.187729309080262,0.219172855366325,0,0.24381719437205,42.9283864281421,4,0,4-8,0
MST,dg-da,card-obl,spec,harmonic,equal,7,-0.222691096536557,-0.403889441043827,-0.0414927520292867,0.0237852478443303,-0.363193565878061,-0.0975909795117455,-0.222691096536557,-0.403889441043827,-0.0414927520292867,0.0237852478443303,-0.110036579224298,-0.179043882308381,-0.0410292761402158,0.00796778681322254,0,0.204362576145011,141.779947274787,7,0,4-8,0
MST,dg-da,rad-tang,spec,harmonic,equal,7,-0.163184583689183,-0.33255125422857,0.00618208685020472,0.0564691787761765,-0.27423215863705,-0.0224635944509929,-0.163184583689183,-0.33255125422857,0.00618208685020472,0.0564691787761765,-0.21699096514634,-0.348277465251076,-0.085704465041604,0.00676991244568043,0,0.268146533378422,53.9352957158596,6,1,4-8,0
MST,dg-da,polc-polo,spec,harmonic,equal,7,0.140828366056721,-0.032022287119525,0.313679019232967,0.0932500032963976,0.0192444053212998,0.275815147703831,0.140828366056721,-0.032022287119525,0.313679019232967,0.0932500032963976,0.0563465905684401,-0.0339657634294673,0.146658944566347,0.17770171326296,0.0351203236907914,0.183567299382166,30.7142237384999,6,1,4-8,0
MST,dg-da,horiz-vert,spec,harmonic,equal,7,0.00459517063940855,-0.169487669326116,0.178678010604933,0.950598794927632,-0.132084304960603,0.118873085985324,0.00459517063940855,-0.169487669326116,0.178678010604933,0.950598794927632,-0.00971609751751396,-0.150667955136976,0.131235760101949,0.87159815691835,0.0849061291526497,0.167991445809472,8.48357761531653,5,0,2-10,0
MST,dg-da,card-obl,spec,harmonic,equal,7,-0.15294326843013,-0.25354749569514,-0.0523390411651197,0.00985341508048905,-0.234008980688586,-0.0856800952281617,-0.15294326843013,-0.25354749569514,-0.0523390411651197,0.00985341508048905,-0.131234810168257,-0.204349503120299,-0.0581201172162149,0.00460799377282506,0,0.117162090635592,18.6169654364391,7,0,2-10,0
MST,dg-da,rad-tang,spec,harmonic,equal,7,-0.188029584809162,-0.299019761528824,-0.0770394080894989,0.00604246592217892,-0.26849209878334,-0.106220557771488,-0.188029584809162,-0.299019761528824,-0.0770394080894989,0.00604246592217892,-0.175811347995549,-0.310900824197179,-0.0407218717939187,0.018967237971271,0,0.195024920798912,15.5789336212211,7,0,2-10,0
MST,dg-da,polc-polo,spec,harmonic,equal,7,0.0435932259984149,-0.0973607808932272,0.184547232890057,0.477844904074752,-0.0657703776417172,0.143254692318961,0.0435932259984149,-0.0973607808932272,0.184547232890057,0.477844904074752,0.0134359689172015,-0.11518274956334,0.142054687397744,0.806786760980633,0.102408466759887,0.1128748982674,3.63865308662983,5,0,2-10,0
